#SEED: 0.5454113411251456
SAT0,-50.47466421464689,-27.705948093068514,332.0866537475984
SAT1,-64.70020469510729,54.38644740179248,479.3034408192096
SAT2,21.198464893539793,44.969307656826004,454.50711948489163
SAT3,-75.15486164848137,-55.453866846991644,676.753275166003
SAT4,-15.283466244449528,37.16606656657288,312.6018031023225
SAT5,66.19729063198977,-116.63844012122587,639.8239098635229
SAT6,19.095435892182564,-169.36551902147647,416.5388521678833
SAT7,-3.6857637796486813,-132.71504991540792,315.39088551638673
SAT8,63.29403208578512,-73.60698779159006,426.5066424771452
SAT9,70.96202299918275,98.36559815526982,618.9084041859596
SAT10,24.162215828065243,179.82000825877935,436.62916729526285
SAT11,-36.632964856808385,132.5719359958436,367.76586056771566
SAT12,68.48418749764426,98.69377384135748,366.8691534062199
SAT13,25.664534230026263,107.42766355570939,368.27286233272366
SAT14,-7.8060009851005105,131.96609214399848,638.8229173779087
SAT15,51.13086209117549,96.40528010891353,539.2830985477358
SAT16,22.214624861978365,88.057308559957,417.8485598095932
SAT17,-30.417696527046743,11.618319922466242,676.9603909918173
SAT18,31.906358157645556,-59.423478749145616,689.9982981139332
SAT19,64.87542587055762,122.37478546846654,464.91929959016676
ROUTE,-27.356870193535045,-15.00552461984438,84.48050650034853,91.8193291320926
